card_name,set,rarity,full_rarity,old_price,cur_price,print_run,full_set,set_rarity,pct_increase,performance
Simulacrum,LEB,uncommon,U,$1.50,30.93,13500,Beta,LEB (U),1962,Below S&P
Sinkhole,LEB,common,C,$0.70,60.16,48000,Beta,LEB (C),8494.285714285714,Beat S&P
Siren's Call,LEB,uncommon,U,$1.25,13.556666666666667,13500,Beta,LEB (U),984.5333333333361,Below S&P
Sleight of Mind,LEB,rare,R,$5.50,140.82333333333335,3200,Beta,LEB (R),2460.4242424242366,Beat S&P
Smoke,LEB,rare,R,$4.75,250.06,3200,Beta,LEB (R),5164.421052631579,Beat S&P
Sol Ring,LEB,uncommon,U,$3.00,354.26,13500,Beta,LEB (U),11708.666666666666,Beat S&P
Soul Net,LEB,uncommon,U,$2.00,10.556666666666667,13500,Beta,LEB (U),427.833333333335,Below S&P
Spell Blast,LEB,common,C,$0.35,6.196666666666667,48000,Beta,LEB (C),1670.4761904761917,Below S&P
Stasis,LEB,rare,R,$4.75,669.69,3200,Beta,LEB (R),13998.736842105265,Beat S&P
Steal Artifact,LEB,uncommon,U,$2.00,23.38,13500,Beta,LEB (U),1069,Below S&P
Stone Giant,LEB,uncommon,U,$1.50,13.69,13500,Beta,LEB (U),812.6666666666667,Below S&P
Stone Rain,LEB,common,C,$0.50,17.990000000000002,48000,Beta,LEB (C),3497.9999999999995,Beat S&P
Stream of Life,LEB,common,C,$0.38,8.263333333333334,48000,Beta,LEB (C),2074.561403508771,Below S&P
Sunglasses of Urza,LEB,rare,R,$6.00,36.445,3200,Beta,LEB (R),507.4166666666667,Below S&P
Swords to Plowshares,LEB,uncommon,U,$2.00,754.6800000000001,13500,Beta,LEB (U),37634,Beat S&P
Taiga,LEB,rare,R,$7.00,3349.995,3200,Beta,LEB (R),47757.07142857143,Beat S&P
Terror,LEB,common,C,$0.50,26.21666666666667,48000,Beta,LEB (C),5143.33333333334,Beat S&P
The Hive,LEB,rare,R,$6.25,159.99,3200,Beta,LEB (R),2459.84,Beat S&P
Thicket Basilisk,LEB,uncommon,U,$3.25,23.196666666666665,13500,Beta,LEB (U),613.7435897435907,Below S&P
Thoughtlace,LEB,rare,R,$3.13,74.32,3200,Beta,LEB (R),2274.44089456869,Beat S&P
Throne of Bone,LEB,uncommon,U,$1.50,13.01,13500,Beta,LEB (U),767.3333333333333,Below S&P
Timber Wolves,LEB,rare,R,$6.00,155.47,3200,Beta,LEB (R),2491.1666666666665,Beat S&P
Time Vault,LEB,rare,R,$7.50,3599.99,3200,Beta,LEB (R),47899.86666666666,Beat S&P
Time Walk,LEB,rare,R,$10.00,6744.495,3200,Beta,LEB (R),67344.95,Beat S&P
Timetwister,LEB,rare,R,$10.00,15999.99,3200,Beta,LEB (R),159899.9,Beat S&P
Tranquility,LEB,common,C,$0.38,8.456666666666667,48000,Beta,LEB (C),2125.438596491229,Below S&P
Tropical Island,LEB,rare,R,$6.50,NA,3200,Beta,LEB (R),NA,NA
Tsunami,LEB,uncommon,U,$1.65,41.373333333333335,13500,Beta,LEB (U),2407.474747474746,Beat S&P
Tundra,LEB,rare,R,$6.00,NA,3200,Beta,LEB (R),NA,NA
Tunnel,LEB,uncommon,U,$1.00,12.093333333333334,13500,Beta,LEB (U),1109.33333333333,Below S&P
Twiddle,LEB,common,C,$0.75,15.503333333333332,48000,Beta,LEB (C),1967.1111111111068,Below S&P
Two-Headed Giant of Foriys,LEB,rare,R,$8.25,237.7,3200,Beta,LEB (R),2781.212121212121,Beat S&P
Underground Sea,LEB,rare,R,$7.00,NA,3200,Beta,LEB (R),NA,NA
Unholy Strength,LEB,common,C,$0.35,13.43,48000,Beta,LEB (C),3737.1428571428573,Beat S&P
Unsummon,LEB,common,C,$0.35,13.296666666666667,48000,Beta,LEB (C),3699.0476190476293,Beat S&P
Uthden Troll,LEB,uncommon,U,$2.00,25.68,13500,Beta,LEB (U),1184,Below S&P
Verduran Enchantress,LEB,rare,R,$6.25,499.99,3200,Beta,LEB (R),7899.84,Beat S&P
Vesuvan Doppelganger,LEB,rare,R,$12.00,775.36,3200,Beta,LEB (R),6361.333333333334,Beat S&P
Veteran Bodyguard,LEB,rare,R,$9.38,151.07,3200,Beta,LEB (R),1510.554371002132,Below S&P
Volcanic Eruption,LEB,rare,R,$4.75,112.63666666666667,3200,Beta,LEB (R),2271.298245614042,Beat S&P
Volcanic Island,LEB,rare,R,$7.50,15999.99,3200,Beta,LEB (R),213233.19999999998,Beat S&P
Wall of Air,LEB,uncommon,U,$1.50,13.11,13500,Beta,LEB (U),773.9999999999999,Below S&P
Wall of Bone,LEB,uncommon,U,$1.75,13.786666666666667,13500,Beta,LEB (U),687.8095238095258,Below S&P
Wall of Brambles,LEB,uncommon,U,$1.50,9.026666666666667,13500,Beta,LEB (U),501.77777777777806,Below S&P
Wall of Fire,LEB,uncommon,U,$1.75,10.183333333333334,13500,Beta,LEB (U),481.90476190476,Below S&P
Wall of Ice,LEB,uncommon,U,$1.75,10.754999999999999,13500,Beta,LEB (U),514.5714285714286,Below S&P
Wall of Stone,LEB,uncommon,U,$2.00,13.745000000000001,13500,Beta,LEB (U),587.25,Below S&P
Wall of Swords,LEB,uncommon,U,$3.00,13.276666666666666,13500,Beta,LEB (U),342.5555555555567,Below S&P
Wall of Water,LEB,uncommon,U,$2.00,8.953333333333333,13500,Beta,LEB (U),347.66666666666646,Below S&P
Wall of Wood,LEB,common,C,$0.35,4.116666666666667,48000,Beta,LEB (C),1076.190476190477,Below S&P
Wanderlust,LEB,uncommon,U,$1.50,12.833333333333334,13500,Beta,LEB (U),755.5555555555533,Below S&P
War Mammoth,LEB,common,C,$0.35,5.736666666666666,48000,Beta,LEB (C),1539.0476190476202,Below S&P
Warp Artifact,LEB,rare,R,$4.00,68.86,3200,Beta,LEB (R),1621.5,Below S&P
Water Elemental,LEB,uncommon,U,$1.80,11.99,13500,Beta,LEB (U),566.1111111111111,Below S&P
Weakness,LEB,common,C,$0.35,3.93,48000,Beta,LEB (C),1022.857142857143,Below S&P
Web,LEB,rare,R,$4.50,86.52,3200,Beta,LEB (R),1822.6666666666667,Below S&P
Wheel of Fortune,LEB,rare,R,$6.00,NA,3200,Beta,LEB (R),NA,NA
White Knight,LEB,uncommon,U,$3.00,88.24,13500,Beta,LEB (U),2841.333333333333,Beat S&P
White Ward,LEB,uncommon,U,$1.00,12.436666666666667,13500,Beta,LEB (U),1143.66666666667,Below S&P
Wild Growth,LEB,common,C,$0.35,29.123333333333335,48000,Beta,LEB (C),8220.95238095237,Beat S&P
Will-o'-the-Wisp,LEB,rare,R,$5.88,333.4666666666667,3200,Beta,LEB (R),5571.201814058963,Beat S&P
Winter Orb,LEB,rare,R,$5.00,698.71,3200,Beta,LEB (R),13874.200000000003,Beat S&P
Wooden Sphere,LEB,uncommon,U,$1.50,5.965,13500,Beta,LEB (U),297.66666666666663,Below S&P
Word of Command,LEB,rare,R,$10.00,1078,3200,Beta,LEB (R),10680,Beat S&P
Wrath of God,LEB,rare,R,$7.00,561.5450000000001,3200,Beta,LEB (R),7922.0714285714275,Beat S&P
Zombie Master,LEB,rare,R,$7.50,332.5466666666667,3200,Beta,LEB (R),4333.955555555561,Beat S&P
Air Elemental,2ED,uncommon,U,$1.75,4.885,68000,Unlimited,2ED (U),179.14285714285714,Below S&P
Ancestral Recall,2ED,rare,R,$6.00,3126,18500,Unlimited,2ED (R),52000,Beat S&P
Animate Artifact,2ED,uncommon,U,$1.00,1.3366666666666667,68000,Unlimited,2ED (U),33.666666666667,Below S&P
Animate Dead,2ED,uncommon,U,$1.10,26.125,68000,Unlimited,2ED (U),2274.9999999999995,Beat S&P
Animate Wall,2ED,rare,R,$4.00,11.23,18500,Unlimited,2ED (R),180.75,Below S&P
Ankh of Mishra,2ED,rare,R,$3.00,69.41,18500,Unlimited,2ED (R),2213.6666666666665,Below S&P
Armageddon,2ED,rare,R,$7.00,124.24,18500,Unlimited,2ED (R),1674.8571428571427,Below S&P
Aspect of Wolf,2ED,rare,R,$5.50,15.37,18500,Unlimited,2ED (R),179.45454545454544,Below S&P
Bad Moon,2ED,rare,R,$7.00,80.52,18500,Unlimited,2ED (R),1050.2857142857142,Below S&P
Badlands,2ED,rare,R,$6.00,831.3933333333333,18500,Unlimited,2ED (R),13756.555555555551,Beat S&P
Balance,2ED,rare,R,$5.00,83.68,18500,Unlimited,2ED (R),1573.6000000000001,Below S&P
Basalt Monolith,2ED,uncommon,U,$1.00,15.13,68000,Unlimited,2ED (U),1413,Below S&P
Bayou,2ED,rare,R,$6.00,697.5666666666666,18500,Unlimited,2ED (R),11526.111111111117,Beat S&P
Benalish Hero,2ED,common,C,$0.25,0.7233333333333334,244500,Unlimited,2ED (C),189.33333333333323,Below S&P
Berserk,2ED,uncommon,U,$1.50,100.69,68000,Unlimited,2ED (U),6612.666666666666,Beat S&P
Birds of Paradise,2ED,rare,R,$6.00,144.925,18500,Unlimited,2ED (R),2315.416666666667,Beat S&P
Black Knight,2ED,uncommon,U,$2.30,16.653333333333332,68000,Unlimited,2ED (U),624.0579710144913,Below S&P
Black Lotus,2ED,rare,R,$12.30,NA,18500,Unlimited,2ED (R),NA,NA
Black Vise,2ED,uncommon,U,$2.00,28.873333333333335,68000,Unlimited,2ED (U),1343.666666666665,Below S&P
Black Ward,2ED,uncommon,U,$1.00,1.57,68000,Unlimited,2ED (U),57.00000000000001,Below S&P
Blaze of Glory,2ED,rare,R,$5.00,92.64333333333333,18500,Unlimited,2ED (R),1752.8666666666659,Below S&P
Blessing,2ED,rare,R,$5.00,17.913333333333334,18500,Unlimited,2ED (R),258.26666666666597,Below S&P
Blue Elemental Blast,2ED,common,C,$5.00,2.855,244500,Unlimited,2ED (C),-42.9,Below S&P
Blue Ward,2ED,uncommon,U,$0.25,1.2766666666666666,68000,Unlimited,2ED (U),410.666666666668,Below S&P
Bog Wraith,2ED,uncommon,U,$2.00,3.726666666666667,68000,Unlimited,2ED (U),86.33333333333351,Below S&P
Braingeyser,2ED,rare,R,$7.00,81.81666666666666,18500,Unlimited,2ED (R),1068.8095238095243,Below S&P
Burrowing,2ED,uncommon,U,$1.00,1.4866666666666668,68000,Unlimited,2ED (U),48.66666666666699,Below S&P
Camouflage,2ED,uncommon,U,$1.00,6.49,68000,Unlimited,2ED (U),549,Below S&P
Castle,2ED,uncommon,U,$1.50,2.75,68000,Unlimited,2ED (U),83.33333333333334,Below S&P
Celestial Prism,2ED,uncommon,U,$1.30,1.16,68000,Unlimited,2ED (U),-10.769230769230779,Below S&P
Channel,2ED,uncommon,U,$2.00,3.705,68000,Unlimited,2ED (U),85.25,Below S&P
Chaos Orb,2ED,rare,R,$6.00,1458.7433333333333,18500,Unlimited,2ED (R),24212.388888888832,Beat S&P
Chaoslace,2ED,rare,R,$3.00,4.52,18500,Unlimited,2ED (R),50.66666666666665,Below S&P
Circle of Protection: Black,2ED,common,C,$0.25,0.6266666666666667,244500,Unlimited,2ED (C),150.66666666666683,Below S&P
Circle of Protection: Blue,2ED,common,C,$0.25,0.75,244500,Unlimited,2ED (C),200,Below S&P
Circle of Protection: Green,2ED,common,C,$0.25,0.6733333333333333,244500,Unlimited,2ED (C),169.3333333333332,Below S&P
Circle of Protection: Red,2ED,common,C,$0.25,1.0766666666666667,244500,Unlimited,2ED (C),330.666666666668,Below S&P
Circle of Protection: White,2ED,common,C,$0.25,0.7633333333333333,244500,Unlimited,2ED (C),205.3333333333332,Below S&P
Clockwork Beast,2ED,rare,R,$7.00,9.933333333333334,18500,Unlimited,2ED (R),41.904761904761855,Below S&P
Clone,2ED,uncommon,U,$2.00,7.916666666666667,68000,Unlimited,2ED (U),295.8333333333335,Below S&P
Cockatrice,2ED,rare,R,$7.00,25.37,18500,Unlimited,2ED (R),262.42857142857144,Below S&P
Consecrate Land,2ED,uncommon,U,$1.00,3.9050000000000002,68000,Unlimited,2ED (U),290.5,Below S&P
Conservator,2ED,uncommon,U,$1.10,1.8833333333333333,68000,Unlimited,2ED (U),71.21212121212089,Below S&P
Contract from Below,2ED,rare,R,$4.00,20.826666666666664,18500,Unlimited,2ED (R),420.6666666666675,Below S&P
Control Magic,2ED,uncommon,U,$2.00,10.95,68000,Unlimited,2ED (U),447.49999999999994,Below S&P
Conversion,2ED,uncommon,U,$1.10,1.27,68000,Unlimited,2ED (U),15.454545454545446,Below S&P
Copper Tablet,2ED,uncommon,U,$0.50,55.57666666666667,68000,Unlimited,2ED (U),11015.333333333341,Beat S&P
Copy Artifact,2ED,rare,R,$5.00,238.44,18500,Unlimited,2ED (R),4668.8,Beat S&P
Counterspell,2ED,uncommon,U,$2.00,60.666666666666664,68000,Unlimited,2ED (U),2933.333333333335,Beat S&P
Craw Wurm,2ED,common,C,$0.50,0.8433333333333334,244500,Unlimited,2ED (C),68.66666666666661,Below S&P
Creature Bond,2ED,common,C,$0.25,0.6266666666666667,244500,Unlimited,2ED (C),150.66666666666683,Below S&P
Crusade,2ED,rare,R,$6.00,NA,18500,Unlimited,2ED (R),NA,NA
Crystal Rod,2ED,uncommon,U,$1.00,1.6166666666666667,68000,Unlimited,2ED (U),61.666666666667005,Below S&P
Cursed Land,2ED,uncommon,U,$1.00,2.01,68000,Unlimited,2ED (U),100.99999999999997,Below S&P
Cyclopean Tomb,2ED,rare,R,$6.00,100.13,18500,Unlimited,2ED (R),1568.8333333333333,Below S&P
Dark Ritual,2ED,common,C,$0.25,11.416666666666668,244500,Unlimited,2ED (C),4466.66666666668,Beat S&P
Darkpact,2ED,rare,R,$4.00,15.956666666666667,18500,Unlimited,2ED (R),298.91666666666754,Below S&P
Death Ward,2ED,common,C,$0.25,0.6866666666666666,244500,Unlimited,2ED (C),174.6666666666668,Below S&P
Deathgrip,2ED,uncommon,U,$1.00,2.64,68000,Unlimited,2ED (U),164,Below S&P
Deathlace,2ED,rare,R,$3.00,7.1033333333333335,18500,Unlimited,2ED (R),136.77777777777766,Below S&P
Demonic Attorney,2ED,rare,R,$4.00,18.435,18500,Unlimited,2ED (R),360.87499999999994,Below S&P
Demonic Hordes,2ED,rare,R,$8.00,37.43333333333333,18500,Unlimited,2ED (R),367.9166666666663,Below S&P
Demonic Tutor,2ED,uncommon,U,$3.00,106.92,68000,Unlimited,2ED (U),3464,Beat S&P
Dingus Egg,2ED,rare,R,$4.00,15.356666666666666,18500,Unlimited,2ED (R),283.9166666666675,Below S&P
Disenchant,2ED,common,C,$0.25,3.46,244500,Unlimited,2ED (C),1284,Below S&P
Disintegrate,2ED,common,C,$5.00,1.2,244500,Unlimited,2ED (C),-76,Below S&P
Disrupting Scepter,2ED,rare,R,$4.00,35.67,18500,Unlimited,2ED (R),791.75,Below S&P
Dragon Whelp,2ED,uncommon,U,$3.00,5.423333333333334,68000,Unlimited,2ED (U),80.77777777777767,Below S&P
Drain Life,2ED,common,C,$0.25,1.35,244500,Unlimited,2ED (C),440.00000000000006,Below S&P
Drain Power,2ED,rare,R,$5.00,19.82,18500,Unlimited,2ED (R),296.4,Below S&P
Drudge Skeletons,2ED,common,C,$0.25,0.8133333333333334,244500,Unlimited,2ED (C),225.3333333333332,Below S&P
Dwarven Demolition Team,2ED,uncommon,U,$1.25,3.75,68000,Unlimited,2ED (U),200,Below S&P
Dwarven Warriors,2ED,common,C,$0.25,0.7266666666666667,244500,Unlimited,2ED (C),190.6666666666668,Below S&P
Earth Elemental,2ED,uncommon,U,$1.00,2.1733333333333333,68000,Unlimited,2ED (U),117.33333333333297,Below S&P
Earthbind,2ED,common,C,$0.25,7.583333333333334,244500,Unlimited,2ED (C),2933.333333333332,Beat S&P
Earthquake,2ED,rare,R,$5.00,68.50333333333333,18500,Unlimited,2ED (R),1270.066666666666,Below S&P
Elvish Archers,2ED,rare,R,$5.00,37.15,18500,Unlimited,2ED (R),643,Below S&P
Evil Presence,2ED,uncommon,U,$1.00,2.7933333333333334,68000,Unlimited,2ED (U),179.333333333333,Below S&P
False Orders,2ED,common,C,$0.25,1.3966666666666667,244500,Unlimited,2ED (C),458.666666666668,Below S&P
Farmstead,2ED,rare,R,$5.00,12.726666666666667,18500,Unlimited,2ED (R),154.533333333334,Below S&P
Fastbond,2ED,rare,R,$4.00,97.57,18500,Unlimited,2ED (R),2339.25,Beat S&P
Fear,2ED,common,C,$0.25,0.7366666666666667,244500,Unlimited,2ED (C),194.6666666666668,Below S&P
Feedback,2ED,uncommon,U,$0.75,1.4766666666666666,68000,Unlimited,2ED (U),96.88888888888933,Below S&P
Fire Elemental,2ED,uncommon,U,$1.20,4.575,68000,Unlimited,2ED (U),281.25,Below S&P
Fireball,2ED,common,C,$0.50,2.535,244500,Unlimited,2ED (C),407,Below S&P
Firebreathing,2ED,common,C,$0.25,0.6566666666666667,244500,Unlimited,2ED (C),162.66666666666677,Below S&P
Flashfires,2ED,uncommon,U,$1.30,1.8333333333333333,68000,Unlimited,2ED (U),41.02564102564076,Below S&P
Flight,2ED,common,C,$0.25,0.47000000000000003,244500,Unlimited,2ED (C),87.99999999999999,Below S&P
Fog,2ED,common,C,$0.25,0.92,244500,Unlimited,2ED (C),268,Below S&P
Force of Nature,2ED,rare,R,$10.00,51.65,18500,Unlimited,2ED (R),416.5,Below S&P
Forcefield,2ED,rare,R,$7.00,405.53,18500,Unlimited,2ED (R),5693.285714285714,Beat S&P
Fork,2ED,rare,R,$7.00,104.17333333333333,18500,Unlimited,2ED (R),1388.1904761904716,Below S&P
Frozen Shade,2ED,common,C,$0.25,0.6133333333333333,244500,Unlimited,2ED (C),145.33333333333317,Below S&P
Fungusaur,2ED,rare,R,$5.50,12.85,18500,Unlimited,2ED (R),133.63636363636363,Below S&P
Gaea's Liege,2ED,rare,R,$8.00,17.93,18500,Unlimited,2ED (R),124.125,Below S&P
Gauntlet of Might,2ED,rare,R,$7.30,612.0433333333333,18500,Unlimited,2ED (R),8284.155251141548,Beat S&P
Giant Growth,2ED,common,C,$0.25,2.07,244500,Unlimited,2ED (C),727.9999999999999,Below S&P
Giant Spider,2ED,common,C,$0.25,0.68,244500,Unlimited,2ED (C),172.00000000000003,Below S&P
Glasses of Urza,2ED,uncommon,U,$1.00,5.083333333333333,68000,Unlimited,2ED (U),408.33333333333303,Below S&P
Gloom,2ED,uncommon,U,$2.00,5.375,68000,Unlimited,2ED (U),168.75,Below S&P
Goblin Balloon Brigade,2ED,uncommon,U,$1.00,6.220000000000001,68000,Unlimited,2ED (U),522,Below S&P
Goblin King,2ED,rare,R,$7.00,49.44333333333333,18500,Unlimited,2ED (R),606.3333333333328,Below S&P
Granite Gargoyle,2ED,rare,R,$6.00,48.07666666666667,18500,Unlimited,2ED (R),701.2777777777784,Below S&P
Gray Ogre,2ED,common,C,$0.25,0.5866666666666667,244500,Unlimited,2ED (C),134.6666666666668,Below S&P
Green Ward,2ED,uncommon,U,$1.00,1.2666666666666666,68000,Unlimited,2ED (U),26.666666666666995,Below S&P
Grizzly Bears,2ED,common,C,$0.25,0.6333333333333333,244500,Unlimited,2ED (C),153.3333333333332,Below S&P
Guardian Angel,2ED,common,C,$0.25,0.6766666666666666,244500,Unlimited,2ED (C),170.6666666666668,Below S&P
Healing Salve,2ED,common,C,$0.25,0.6866666666666666,244500,Unlimited,2ED (C),174.6666666666668,Below S&P
Helm of Chatzuk,2ED,rare,R,$4.50,12.423333333333334,18500,Unlimited,2ED (R),176.07407407407334,Below S&P
Hill Giant,2ED,common,C,$0.25,0.63,244500,Unlimited,2ED (C),152,Below S&P
Holy Armor,2ED,common,C,$0.25,0.6733333333333333,244500,Unlimited,2ED (C),169.3333333333332,Below S&P
Holy Strength,2ED,common,C,$0.25,0.7,244500,Unlimited,2ED (C),179.99999999999997,Below S&P
Howl from Beyond,2ED,common,C,$0.25,0.6966666666666667,244500,Unlimited,2ED (C),178.6666666666668,Below S&P
Howling Mine,2ED,rare,R,$5.00,123.76,18500,Unlimited,2ED (R),2375.2000000000003,Beat S&P
Hurloon Minotaur,2ED,common,C,$0.25,0.6533333333333333,244500,Unlimited,2ED (C),161.3333333333332,Below S&P
Hurricane,2ED,uncommon,U,$1.00,5.673333333333334,68000,Unlimited,2ED (U),467.33333333333303,Below S&P
Hypnotic Specter,2ED,uncommon,U,$3.00,30.92,68000,Unlimited,2ED (U),930.6666666666666,Below S&P
Ice Storm,2ED,uncommon,U,$1.50,65.38666666666667,68000,Unlimited,2ED (U),4259.111111111113,Beat S&P
Icy Manipulator,2ED,uncommon,U,$3.00,100.00666666666666,68000,Unlimited,2ED (U),3233.5555555555666,Beat S&P
Illusionary Mask,2ED,rare,R,$5.00,144.48,18500,Unlimited,2ED (R),2789.6,Beat S&P
Instill Energy,2ED,uncommon,U,$2.00,5.55,68000,Unlimited,2ED (U),177.5,Below S&P
Invisibility,2ED,common,C,$0.25,1.06,244500,Unlimited,2ED (C),324,Below S&P
Iron Star,2ED,uncommon,U,$1.00,1.1933333333333334,68000,Unlimited,2ED (U),19.333333333333,Below S&P
Ironroot Treefolk,2ED,common,C,$0.25,0.66,244500,Unlimited,2ED (C),164,Below S&P
Ironclaw Orcs,2ED,common,C,$0.25,0.8933333333333333,244500,Unlimited,2ED (C),257.3333333333332,Below S&P
Island Sanctuary,2ED,rare,R,$5.00,16.715,18500,Unlimited,2ED (R),234.3,Below S&P
Ivory Cup,2ED,uncommon,U,$1.00,1.4466666666666668,68000,Unlimited,2ED (U),44.66666666666701,Below S&P
Jade Monolith,2ED,rare,R,$3.00,9.49,18500,Unlimited,2ED (R),216.33333333333334,Below S&P
Jade Statue,2ED,uncommon,U,$2.30,9.99,68000,Unlimited,2ED (U),334.34782608695656,Below S&P
Jayemdae Tome,2ED,rare,R,$4.50,127.745,18500,Unlimited,2ED (R),2738.777777777778,Beat S&P
Juggernaut,2ED,uncommon,U,$2.00,11.483333333333334,68000,Unlimited,2ED (U),474.16666666666504,Below S&P
Jump,2ED,common,C,$0.25,0.53,244500,Unlimited,2ED (C),112.00000000000001,Below S&P
Karma,2ED,uncommon,U,$1.50,2.8333333333333335,68000,Unlimited,2ED (U),88.88888888888866,Below S&P
Keldon Warlord,2ED,uncommon,U,$1.80,4.035,68000,Unlimited,2ED (U),124.16666666666669,Below S&P
Kormus Bell,2ED,rare,R,$5.00,19.59,18500,Unlimited,2ED (R),291.8,Below S&P
Kudzu,2ED,rare,R,$4.00,24.206666666666667,18500,Unlimited,2ED (R),505.1666666666675,Below S&P
Lance,2ED,uncommon,U,$1.00,1.3133333333333335,68000,Unlimited,2ED (U),31.33333333333299,Below S&P
Ley Druid,2ED,uncommon,U,$1.00,1.54,68000,Unlimited,2ED (U),54,Below S&P
Library of Leng,2ED,uncommon,U,$1.50,9.33,68000,Unlimited,2ED (U),522,Below S&P
Lich,2ED,rare,R,$6.00,129.635,18500,Unlimited,2ED (R),2060.5833333333335,Below S&P
Lifeforce,2ED,uncommon,U,$1.25,2.0949999999999998,68000,Unlimited,2ED (U),67.60000000000002,Below S&P
Lifelace,2ED,rare,R,$3.00,5.42,18500,Unlimited,2ED (R),80.66666666666666,Below S&P
Lifetap,2ED,uncommon,U,$1.00,2.033333333333333,68000,Unlimited,2ED (U),103.33333333333302,Below S&P
Lightning Bolt,2ED,common,C,$0.50,19.10333333333333,244500,Unlimited,2ED (C),3720.66666666666,Beat S&P
Living Artifact,2ED,rare,R,$4.30,10.11,18500,Unlimited,2ED (R),135.11627906976744,Below S&P
Living Lands,2ED,rare,R,$5.00,11.94,18500,Unlimited,2ED (R),138.79999999999998,Below S&P
Living Wall,2ED,uncommon,U,$1.50,4.609999999999999,68000,Unlimited,2ED (U),207.33333333333337,Below S&P
Llanowar Elves,2ED,common,C,$0.25,6.33,244500,Unlimited,2ED (C),2432,Beat S&P
Lord of Atlantis,2ED,rare,R,$6.00,46.66,18500,Unlimited,2ED (R),677.6666666666666,Below S&P
Lord of the Pit,2ED,rare,R,$8.30,57.22666666666667,18500,Unlimited,2ED (R),589.4779116465868,Below S&P
Lure,2ED,uncommon,U,$1.10,2.5166666666666666,68000,Unlimited,2ED (U),128.7878787878791,Below S&P
Magical Hack,2ED,rare,R,$5.00,17.95,18500,Unlimited,2ED (R),259,Below S&P
Mahamoti Djinn,2ED,rare,R,$8.00,83.25,18500,Unlimited,2ED (R),940.625,Below S&P
Mana Flare,2ED,rare,R,$5.00,51.265,18500,Unlimited,2ED (R),925.3,Below S&P
Mana Short,2ED,rare,R,$5.00,19.87,18500,Unlimited,2ED (R),297.40000000000003,Below S&P
Mana Vault,2ED,rare,R,$5.00,232.77333333333334,18500,Unlimited,2ED (R),4555.46666666666,Beat S&P
Manabarbs,2ED,rare,R,$4.00,21.58,18500,Unlimited,2ED (R),439.49999999999994,Below S&P
Meekstone,2ED,rare,R,$5.00,36.20333333333333,18500,Unlimited,2ED (R),624.0666666666659,Below S&P
Merfolk of the Pearl Trident,2ED,common,C,$0.25,0.6266666666666667,244500,Unlimited,2ED (C),150.66666666666683,Below S&P
Mesa Pegasus,2ED,common,C,$0.25,0.8066666666666666,244500,Unlimited,2ED (C),222.6666666666668,Below S&P
Mind Twist,2ED,rare,R,$6.00,110.5,18500,Unlimited,2ED (R),1741.6666666666667,Below S&P
Mons's Goblin Raiders,2ED,common,C,$0.25,0.7333333333333334,244500,Unlimited,2ED (C),193.33333333333317,Below S&P
Mox Emerald,2ED,rare,R,$12.00,1500,18500,Unlimited,2ED (R),12400,Beat S&P
Mox Jet,2ED,rare,R,$12.30,2800,18500,Unlimited,2ED (R),22664.227642276423,Beat S&P
Mox Pearl,2ED,rare,R,$12.00,2552.49,18500,Unlimited,2ED (R),21170.75,Beat S&P
Mox Ruby,2ED,rare,R,$12.30,2999.99,18500,Unlimited,2ED (R),24290.162601626012,Beat S&P
Mox Sapphire,2ED,rare,R,$12.30,5749.995,18500,Unlimited,2ED (R),46647.92682926829,Beat S&P
Natural Selection,2ED,rare,R,$4.50,82.83333333333333,18500,Unlimited,2ED (R),1740.7407407407402,Below S&P
Nether Shadow,2ED,rare,R,$4.00,17.133333333333333,18500,Unlimited,2ED (R),328.3333333333325,Below S&P
Nettling Imp,2ED,uncommon,U,$1.50,2.9066666666666663,68000,Unlimited,2ED (U),93.777777777778,Below S&P
Nevinyrral's Disk,2ED,rare,R,$6.00,186.14000000000001,18500,Unlimited,2ED (R),3002.333333333333,Beat S&P
Nightmare,2ED,rare,R,$11.00,51.225,18500,Unlimited,2ED (R),365.6818181818182,Below S&P
Northern Paladin,2ED,rare,R,$8.00,20.07,18500,Unlimited,2ED (R),150.875,Below S&P
Obsianus Golem,2ED,uncommon,U,$1.50,1.75,68000,Unlimited,2ED (U),16.666666666666664,Below S&P
Orcish Artillery,2ED,uncommon,U,$1.00,2.08,68000,Unlimited,2ED (U),108,Below S&P
Orcish Oriflamme,2ED,uncommon,U,$1.50,1.43,68000,Unlimited,2ED (U),-4.666666666666671,Below S&P
Paralyze,2ED,common,C,$0.25,1.0466666666666666,244500,Unlimited,2ED (C),318.666666666668,Below S&P
Pearled Unicorn,2ED,common,C,$0.25,0.6566666666666666,244500,Unlimited,2ED (C),162.66666666666677,Below S&P
Personal Incarnation,2ED,rare,R,$8.00,17.099999999999998,18500,Unlimited,2ED (R),113.75000000000001,Below S&P
Pestilence,2ED,common,C,$0.25,2.215,244500,Unlimited,2ED (C),786,Below S&P
Phantasmal Forces,2ED,uncommon,U,$1.00,1.8900000000000001,68000,Unlimited,2ED (U),88.99999999999999,Below S&P
Phantasmal Terrain,2ED,common,C,$0.25,0.65,244500,Unlimited,2ED (C),160,Below S&P
Phantom Monster,2ED,uncommon,U,$1.10,2.2,68000,Unlimited,2ED (U),100,Below S&P
Pirate Ship,2ED,rare,R,$5.00,13.229999999999999,18500,Unlimited,2ED (R),164.60000000000002,Below S&P
